Age,OVA,POT,Release Clause,Best Position,Club,Value,Attacking,Defending,Goalkeeping
20,55,65,0.0,RM,Newport County,275000.0,225,44,41
27,55,55,124000.0,CM,Tianjin TEDA FC,130000.0,228,151,52
23,55,61,165000.0,CB,San Jose Earthquakes,180000.0,175,177,47
26,55,56,146000.0,CM,Henan Jianye FC,150000.0,261,166,66
19,55,72,336000.0,RM,Chindia Târgovişte,325000.0,230,92,62
18,55,76,468000.0,RB,Portsmouth,400000.0,201,146,50
21,55,66,228000.0,CDM,Cork City,275000.0,190,152,53
18,55,73,404000.0,CAM,Cardiff City,325000.0,234,103,52
20,55,66,228000.0,LB,Cork City,275000.0,201,153,45
21,55,63,158000.0,GK,Henan Jianye FC,250000.0,117,57,275
23,55,62,155000.0,CB,Millonarios FC,240000.0,188,171,43
18,55,74,311000.0,LB,FC Luzern,300000.0,166,166,51
19,55,70,404000.0,LB,Birmingham City,275000.0,212,169,41
20,55,67,203000.0,RM,Melbourne Victory,300000.0,199,141,44
18,55,72,333000.0,GK,Bolton Wanderers,275000.0,59,28,270
19,55,72,336000.0,LM,Independiente Medellín,325000.0,205,88,54
22,55,66,210000.0,RB,Jiangsu Suning FC,275000.0,208,162,58
18,55,75,459000.0,ST,Club Tijuana,350000.0,262,72,50
21,55,64,242000.0,CDM,Gazişehir Gaziantep F.K.,275000.0,243,163,55
22,55,61,145000.0,CB,Daegu FC,180000.0,217,159,43
19,55,72,0.0,CM,Cheltenham Town,325000.0,263,136,53
17,55,73,372000.0,CAM,Club León,325000.0,244,159,52
20,55,63,182000.0,CB,FC Admira Wacker Mödling,250000.0,157,174,52
19,55,70,353000.0,CAM,TSV Hartberg,300000.0,220,137,59
29,55,57,93000.0,GK,Busan IPark,100000.0,78,44,268
20,55,72,304000.0,GK,CFR Cluj,300000.0,66,35,278
19,55,71,389000.0,GK,River Plate Montevideo,300000.0,62,29,271
18,55,71,298000.0,GK,Vitesse,275000.0,62,32,274
18,55,75,464000.0,CAM,Wolverhampton Wanderers,350000.0,242,144,54
29,55,55,124000.0,ST,Henan Jianye FC,120000.0,277,164,45
20,55,70,500000.0,ST,Oriente Petrolero,300000.0,227,48,60
21,55,66,203000.0,LM,Perth Glory,275000.0,215,90,50
24,55,63,149000.0,GK,FC Zürich,240000.0,81,62,270
18,55,66,208000.0,ST,América de Cali,275000.0,247,63,51
18,55,76,425000.0,CB,Seattle Sounders FC,375000.0,203,165,51
20,55,66,203000.0,RB,Incheon United FC,275000.0,240,172,52
22,55,65,234000.0,CAM,Wigan Athletic,275000.0,231,163,51
19,55,72,429000.0,CAM,Cardiff City,325000.0,239,112,31
18,55,70,444000.0,CM,Cusco FC,300000.0,214,148,45
21,55,66,245000.0,CDM,Derry City,275000.0,242,166,55
27,55,57,106000.0,CB,Örebro SK,130000.0,186,171,50
30,55,55,93000.0,LWB,Hebei China Fortune FC,100000.0,213,157,54
20,55,70,0.0,CB,Stal Mielec,275000.0,157,170,47
21,55,67,234000.0,GK,St. Mirren,275000.0,58,31,278
18,55,72,395000.0,LM,Mazatlán FC,325000.0,264,102,61
20,55,67,203000.0,ST,Brisbane Roar,300000.0,241,74,46
21,55,60,146000.0,CAM,Pohang Steelers,190000.0,225,110,39
22,55,64,204000.0,LB,Al Faisaly,275000.0,188,152,39
18,55,71,353000.0,ST,SG Dynamo Dresden,325000.0,233,46,54
22,55,63,210000.0,CAM,St. Patrick's Athletic,275000.0,224,73,42
31,55,55,93000.0,LB,Shelbourne FC,90000.0,264,163,58
26,55,59,106000.0,GK,Daegu FC,140000.0,97,46,269
19,55,67,189000.0,LB,IFK Göteborg,275000.0,185,152,36
20,55,65,174000.0,CB,SønderjyskE,250000.0,201,163,62
17,55,78,417000.0,CAM,Bayern München II,400000.0,215,107,45
31,55,55,129000.0,CDM,Deportivo Binacional,90000.0,202,149,39
21,55,68,0.0,RM,Finn Harps,300000.0,214,140,56
18,55,69,300000.0,RM,Pohang Steelers,300000.0,231,101,57
20,55,71,0.0,RM,Qingdao Huanghai F.C.,325000.0,224,52,50
19,55,67,215000.0,LB,SKN St. Pölten,275000.0,193,164,60
17,55,74,316000.0,LM,Pogoń Szczecin,325000.0,223,84,62
24,55,60,178000.0,CM,Deportivo Toluca,170000.0,237,152,40
22,55,66,273000.0,CAM,Crawley Town,275000.0,218,95,46
17,55,75,400000.0,RM,Seattle Sounders FC,350000.0,216,78,55
18,55,69,281000.0,CDM,IFK Norrköping,275000.0,201,150,44
20,55,67,203000.0,RM,IK Sirius,300000.0,222,109,43
19,55,72,404000.0,CB,Aston Villa,300000.0,183,163,51
18,55,68,291000.0,CAM,Vancouver Whitecaps FC,300000.0,255,146,59
20,55,65,306000.0,CAM,Alianza Lima,275000.0,226,124,46
18,55,69,319000.0,LB,KV Kortrijk,275000.0,192,171,53
22,55,62,0.0,CAM,Oldham Athletic,250000.0,247,114,62
19,55,71,316000.0,LB,Stal Mielec,325000.0,181,159,53
20,55,69,374000.0,LM,FC Lausanne-Sport,300000.0,241,69,47
22,55,64,210000.0,LM,Shenzhen FC,275000.0,223,95,59
25,55,58,163000.0,ST,Tianjin TEDA FC,170000.0,260,65,53
21,55,70,0.0,CB,Cheltenham Town,300000.0,204,163,45
23,55,65,185000.0,GK,Al Raed,240000.0,68,32,271
22,55,65,282000.0,CDM,Caracas FC,275000.0,197,148,38
26,55,58,133000.0,RM,Busan IPark,160000.0,222,132,61
21,55,67,217000.0,ST,Wisła Płock,325000.0,231,53,62
19,55,67,259000.0,GK,Always Ready,250000.0,58,35,272
21,55,69,380000.0,LB,Bolton Wanderers,300000.0,176,155,43
21,55,65,195000.0,GK,Salford City,250000.0,61,31,269
20,55,68,296000.0,CAM,FC Voluntari,300000.0,225,105,40
22,55,66,259000.0,GK,Club Guaraní,250000.0,72,33,273
19,55,70,353000.0,ST,KV Oostende,300000.0,240,43,60
18,55,75,392000.0,CDM,Club Atlético Huracán,350000.0,238,168,56
21,55,65,192000.0,RB,América de Cali,275000.0,192,171,51
30,55,55,124000.0,ST,Cork City,120000.0,251,53,53
18,55,75,368000.0,CB,Club Atlético Huracán,325000.0,178,168,45
20,55,69,364000.0,RB,Al Fateh,300000.0,178,157,52
19,55,68,356000.0,CAM,Stevenage,300000.0,235,150,52
23,55,62,158000.0,GK,Shelbourne FC,220000.0,128,50,273
20,55,68,341000.0,GK,FC Nantes,275000.0,59,31,278
22,55,67,231000.0,ST,FC Sion,300000.0,221,46,59
22,55,64,145000.0,GK,IFK Norrköping,250000.0,73,43,269
19,55,72,353000.0,ST,FC Vaduz,325000.0,242,51,49
19,55,70,380000.0,CDM,Leyton Orient,275000.0,209,157,43
19,55,67,189000.0,LB,Adelaide United,275000.0,180,159,40
22,55,65,235000.0,GK,HJK Helsinki,250000.0,93,40,275
19,55,74,404000.0,CB,Swansea City,300000.0,167,169,53
18,55,66,216000.0,CM,VfL Bochum 1848,250000.0,207,141,55
22,55,65,254000.0,ST,Grimsby Town,275000.0,226,63,48
23,55,62,215000.0,CF,Scunthorpe United,250000.0,231,52,45
22,55,63,215000.0,CB,Crawley Town,275000.0,169,159,51
20,55,70,300000.0,RB,Odds BK,300000.0,171,162,42
19,55,68,291000.0,CB,FC Twente,275000.0,242,166,57
28,55,56,106000.0,CB,Seongnam FC,120000.0,159,172,48
21,55,65,150000.0,GK,FC Midtjylland,250000.0,70,37,282
19,55,69,327000.0,RW,Yokohama F. Marinos,300000.0,229,65,46
19,55,70,336000.0,CAM,CD Huachipato,300000.0,220,99,58
22,55,65,175000.0,GK,Derry City,250000.0,99,46,267
18,55,68,263000.0,CDM,Perth Glory,300000.0,235,167,58
21,55,67,203000.0,ST,Seongnam FC,325000.0,223,55,53
24,55,61,132000.0,GK,FC Cincinnati,160000.0,115,60,274
20,55,71,446000.0,CM,Alanyaspor,325000.0,240,146,55
27,55,58,155000.0,CB,Al Faisaly,150000.0,227,157,53
23,55,63,210000.0,ST,Hebei China Fortune FC,275000.0,246,55,57
18,55,71,364000.0,CB,Amiens SC,300000.0,212,176,40
18,55,69,300000.0,LM,SønderjyskE,300000.0,213,67,55
22,55,61,188000.0,GK,El Nacional,170000.0,60,31,271
27,55,57,142000.0,CB,Al Ittihad,130000.0,198,167,49
17,55,69,356000.0,CB,Paris FC,275000.0,219,170,37
22,55,65,195000.0,GK,Portsmouth,250000.0,57,29,277
18,55,73,340000.0,CM,KV Mechelen,325000.0,236,148,53
19,55,68,349000.0,CAM,Eintracht Frankfurt,300000.0,245,166,40
20,55,69,338000.0,LW,Odds BK,300000.0,247,88,53
18,55,71,404000.0,ST,AFC Wimbledon,325000.0,249,63,39
18,55,73,378000.0,ST,SV Darmstadt 98,325000.0,246,61,40
19,55,70,319000.0,ST,Central Coast Mariners,300000.0,226,51,53
20,55,66,259000.0,GK,Oriente Petrolero,240000.0,71,33,267
20,55,67,245000.0,RM,Finn Harps,300000.0,219,128,40
19,55,69,353000.0,RM,FC Admira Wacker Mödling,300000.0,218,87,58
21,55,65,210000.0,GK,Derby County,250000.0,59,36,277
21,55,67,189000.0,LB,Western Sydney Wanderers,300000.0,225,162,44
18,55,73,298000.0,GK,Sporting de Charleroi,275000.0,57,33,276
25,55,59,173000.0,LM,Al Raed,180000.0,225,117,43
24,55,60,106000.0,GK,Shimizu S-Pulse,150000.0,64,33,286
27,55,58,146000.0,CDM,Shenzhen FC,150000.0,219,158,51
20,55,72,361000.0,CDM,Club Atlético Colón,325000.0,201,166,53
19,55,73,404000.0,LM,Walsall,325000.0,220,97,45
17,55,70,452000.0,RM,Olimpia Asunción,300000.0,233,73,44
19,55,73,404000.0,RM,AFC Wimbledon,325000.0,243,88,56
20,55,68,334000.0,CM,Guangzhou Evergrande Taobao FC,300000.0,283,168,47
22,55,63,204000.0,CB,Al Taawoun,275000.0,164,166,57
21,55,64,160000.0,CB,Wellington Phoenix,275000.0,167,166,50
19,55,75,392000.0,RB,FC Zürich,350000.0,184,159,54
29,55,56,106000.0,CB,Western United FC,120000.0,179,175,51
21,55,62,186000.0,ST,CD Huachipato,250000.0,232,62,48
37,55,55,12000.0,GK,Wuhan Zall,15000.0,77,56,276
19,55,64,131000.0,GK,Mjällby AIF,240000.0,60,30,272
18,55,70,349000.0,CAM,Puebla FC,275000.0,262,159,57
20,55,72,374000.0,CAM,FC St. Gallen,325000.0,242,91,48
19,55,66,165000.0,GK,Vissel Kobe,240000.0,56,37,269
19,55,65,215000.0,CB,Motherwell,250000.0,162,167,47
17,55,78,383000.0,CAM,FC Nordsjælland,400000.0,236,117,41
21,55,67,273000.0,CAM,Hamilton Academical FC,300000.0,218,165,47
31,55,55,109000.0,CB,Wuhan Zall,100000.0,238,173,52
30,55,55,75000.0,LB,Gangwon FC,110000.0,226,152,54
19,54,70,315000.0,GK,Denizlispor,250000.0,63,29,272
19,54,65,182000.0,ST,1. FC Saarbrücken,230000.0,225,68,52
17,54,75,375000.0,RW,LA Galaxy,350000.0,227,40,53
19,54,71,0.0,LB,Grimsby Town,275000.0,179,156,48
19,54,73,291000.0,CDM,Atlético Tucumán,275000.0,251,168,45
18,54,73,303000.0,GK,Reading,240000.0,74,43,272
18,54,68,263000.0,RM,Randers FC,250000.0,226,77,48
23,54,63,259000.0,ST,River Plate Montevideo,240000.0,224,50,35
23,54,63,259000.0,ST,Centro Atlético Fénix,240000.0,250,41,44
20,54,69,311000.0,RM,Houston Dynamo,250000.0,222,78,56
20,54,66,234000.0,LM,Port Vale,250000.0,196,128,53
23,54,59,126000.0,CB,Atlanta United,150000.0,154,162,51
24,54,57,200000.0,CAM,River Plate Asunción,150000.0,241,119,51
20,54,65,240000.0,RM,AJ Auxerre,240000.0,236,138,60
18,54,69,361000.0,CB,Alianza Lima,230000.0,164,161,56
18,54,75,413000.0,CAM,FC Sochaux-Montbéliard,350000.0,226,145,50
19,54,72,354000.0,CM,Swansea City,275000.0,214,156,63
18,54,75,435000.0,CAM,Wolverhampton Wanderers,350000.0,239,144,51
21,54,64,259000.0,RM,AC Mineros de Guayana,240000.0,227,131,60
19,54,66,160000.0,CB,Falkenbergs FF,240000.0,162,162,45
20,54,69,311000.0,RM,Bayern München II,250000.0,234,90,46
19,54,71,356000.0,CAM,Peterborough United,275000.0,235,103,56
22,54,62,145000.0,ST,Mjøndalen IF,240000.0,227,62,47
20,54,61,123000.0,GK,Sligo Rovers,180000.0,64,33,273
20,54,63,152000.0,GK,Monterrey,200000.0,67,39,276
20,54,68,354000.0,LB,Brighton & Hove Albion,250000.0,218,156,44
21,54,65,215000.0,RWB,Bolton Wanderers,230000.0,220,148,48
16,54,80,450000.0,LM,West Bromwich Albion,425000.0,220,84,43
19,54,71,249000.0,GK,Real Salt Lake,250000.0,48,27,269
19,54,69,354000.0,CAM,Brentford,250000.0,230,123,55
17,54,76,410000.0,GK,Club Plaza Colonia,300000.0,70,35,260
19,54,64,116000.0,GK,Mjøndalen IF,200000.0,51,28,268
21,54,64,135000.0,GK,Ulsan Hyundai FC,210000.0,58,32,273
20,54,68,319000.0,CDM,FC Basel 1893,250000.0,224,171,54
21,54,62,195000.0,RM,Wigan Athletic,240000.0,236,92,41
20,54,69,416000.0,CAM,SD Aucas,250000.0,215,123,51
19,54,72,379000.0,ST,Middlesbrough,275000.0,253,121,48
20,54,66,282000.0,ST,Club Plaza Colonia,250000.0,257,95,56
21,54,62,235000.0,RM,SD Aucas,240000.0,233,74,41
19,54,67,244000.0,ST,Western Sydney Wanderers,250000.0,222,49,48
23,54,61,158000.0,CM,Finn Harps,220000.0,216,137,48
18,54,70,341000.0,CB,Kayserispor,250000.0,175,174,51
23,54,62,149000.0,CB,FC St. Gallen,220000.0,165,167,56
19,54,68,354000.0,RB,Burnley,240000.0,175,162,52
18,54,68,305000.0,CM,Eintracht Braunschweig,250000.0,206,140,49
19,54,73,356000.0,CAM,Valenciennes FC,275000.0,223,103,46
23,54,60,212000.0,RM,Club Atlético Grau,170000.0,223,73,39
20,54,65,234000.0,RM,Sunderland,240000.0,234,101,51
20,54,64,195000.0,CB,Mansfield Town,220000.0,195,156,55
23,54,63,193000.0,ST,Hebei China Fortune FC,240000.0,247,42,45
19,54,68,303000.0,GK,Sheffield Wednesday,220000.0,65,32,271
19,54,67,225000.0,CAM,Melbourne Victory,240000.0,207,155,64
26,54,59,114000.0,CB,Coquimbo Unido,140000.0,161,164,53
19,54,68,356000.0,ST,Hibernian,250000.0,223,65,50
22,54,63,248000.0,ST,CD Tondela,240000.0,248,67,39
21,54,65,160000.0,CB,Gangwon FC,230000.0,201,160,49
25,54,59,145000.0,GK,Denizlispor,130000.0,62,26,267
18,54,70,249000.0,GK,Fortuna Sittard,240000.0,53,27,270
23,54,61,212000.0,CM,River Plate Asunción,220000.0,219,117,52
17,54,74,377000.0,CAM,Cardiff City,300000.0,222,96,60
32,54,54,108000.0,RB,River Plate Asunción,80000.0,229,145,60
18,54,77,343000.0,RB,FC Zürich,325000.0,222,155,47
19,54,67,255000.0,LB,KV Kortrijk,240000.0,194,159,47
19,54,68,340000.0,CB,Benevento,240000.0,188,164,53
19,54,63,180000.0,CB,Stade Malherbe Caen,220000.0,176,166,55
18,54,71,361000.0,CB,Estudiantes de Mérida,250000.0,165,163,44
27,54,54,109000.0,RM,Tianjin TEDA FC,110000.0,222,108,53
19,54,69,277000.0,LB,Gaz Metan Mediaş,240000.0,215,156,38
21,54,67,283000.0,LM,VfL Osnabrück,275000.0,227,147,41
17,54,72,261000.0,GK,Scunthorpe United,240000.0,59,32,268
21,54,65,174000.0,CM,FK Haugesund,240000.0,221,139,45
20,54,67,206000.0,GK,Macarthur FC,230000.0,66,33,277
18,54,71,244000.0,CB,Shonan Bellmare,250000.0,188,156,44
24,54,61,167000.0,CB,Abha Club,200000.0,159,164,50
21,54,66,252000.0,ST,Sheffield Wednesday,275000.0,255,37,50
22,54,63,165000.0,RM,San Jose Earthquakes,240000.0,238,131,41
19,54,68,389000.0,CDM,Club Bolívar,240000.0,219,141,47
23,54,61,158000.0,CB,Sligo Rovers,200000.0,163,157,52
18,54,69,291000.0,LM,VfB Lübeck,250000.0,227,80,48
18,54,69,244000.0,CB,AC Horsens,230000.0,175,156,54
18,54,75,368000.0,LM,FC St. Gallen,350000.0,213,112,49
19,54,73,291000.0,RB,Bayern München II,275000.0,182,157,67
20,54,69,379000.0,RM,Swansea City,250000.0,240,137,52
23,54,63,145000.0,RM,IK Sirius,240000.0,224,109,55
20,54,62,235000.0,RM,Deportivo Binacional,240000.0,249,90,56
20,54,70,354000.0,LWB,Swansea City,275000.0,187,165,58
21,54,66,215000.0,CB,Carlisle United,250000.0,161,170,39
20,54,71,356000.0,LM,Accrington Stanley,275000.0,250,151,56
19,54,72,298000.0,CB,Chicago Fire,275000.0,166,151,43
22,54,64,209000.0,RM,Al Shabab,240000.0,238,121,46
18,54,72,361000.0,CDM,SD Aucas,250000.0,203,157,53
20,54,66,175000.0,GK,VfL Osnabrück,230000.0,52,27,269
19,54,68,281000.0,CAM,Gangwon FC,250000.0,223,108,47
19,54,70,354000.0,RM,Arsenal,275000.0,229,135,38
18,54,70,249000.0,GK,SCR Altach,240000.0,60,31,271
17,54,69,361000.0,RM,Centro Atlético Fénix,250000.0,226,81,56
18,54,67,217000.0,LB,Independiente Medellín,240000.0,181,149,45
17,54,72,244000.0,CB,Odense Boldklub,250000.0,185,160,47
20,54,70,281000.0,ST,Kalmar FF,275000.0,223,45,40
19,54,70,356000.0,RM,Rochdale,275000.0,233,59,40
29,54,54,93000.0,LB,Shanghai Greenland Shenhua FC,90000.0,193,139,52
20,54,69,263000.0,RM,Vejle Boldklub,250000.0,213,146,43
21,54,65,204000.0,RB,Al Faisaly,230000.0,222,147,56
19,54,66,198000.0,ST,SV Wehen Wiesbaden,250000.0,237,47,52
20,54,62,176000.0,RB,Clermont Foot 63,230000.0,177,166,52
21,54,65,187000.0,ST,FC Dallas,230000.0,226,147,52
18,54,63,235000.0,ST,AC Mineros de Guayana,230000.0,237,47,60
19,54,65,158000.0,GK,Jiangsu Suning FC,200000.0,56,47,260
28,54,54,109000.0,CDM,Guangzhou R&F FC,110000.0,228,163,56
20,54,63,215000.0,CAM,Hull City,240000.0,230,134,42
23,54,62,140000.0,GK,Shamrock Rovers,210000.0,74,30,275
24,54,62,212000.0,CB,Alianza Lima,220000.0,209,149,35
20,54,68,311000.0,CM,FC Hansa Rostock,250000.0,231,164,52
20,54,71,315000.0,GK,En Avant de Guingamp,250000.0,64,28,265
19,54,71,0.0,ST,Cork City,275000.0,225,49,53
21,54,67,303000.0,CB,Crystal Palace,250000.0,175,165,65
19,54,68,281000.0,RM,Melbourne Victory,250000.0,205,76,58
21,54,66,190000.0,GK,Al Hilal,230000.0,75,27,267
20,54,69,371000.0,CAM,Barnsley,250000.0,239,131,55
20,54,68,333000.0,CB,Cheltenham Town,250000.0,190,158,61
29,54,54,88000.0,CM,Mjøndalen IF,100000.0,258,121,48
19,54,68,225000.0,GK,Nagoya Grampus,220000.0,58,38,262
19,54,68,249000.0,GK,Bayern München II,220000.0,65,31,275
18,54,71,309000.0,LB,Bradford City,250000.0,177,154,46
17,54,70,309000.0,CAM,Colchester United,275000.0,240,135,51
19,54,72,263000.0,CB,Odds BK,275000.0,160,167,46
19,54,69,298000.0,CM,FC Basel 1893,250000.0,218,138,49
20,54,67,206000.0,GK,Melbourne City FC,230000.0,59,32,266
21,54,62,131000.0,LB,Strømsgodset IF,230000.0,166,154,51
19,54,70,354000.0,CAM,Millwall,275000.0,251,129,62
23,54,62,195000.0,ST,Bolton Wanderers,240000.0,243,47,58
19,54,71,371000.0,CAM,Barnsley,275000.0,235,126,52
20,54,61,212000.0,RB,Alianza Lima,200000.0,160,157,55
18,54,72,322000.0,RB,Barnsley,250000.0,179,156,53
19,54,68,333000.0,CM,Plymouth Argyle,250000.0,219,141,50
19,54,74,435000.0,ST,Middlesbrough,300000.0,215,35,63
18,54,72,333000.0,CM,Bolton Wanderers,275000.0,222,149,39
24,54,60,131000.0,LM,Odds BK,170000.0,234,87,51
20,54,70,371000.0,ST,Luton Town,275000.0,214,42,50
21,54,68,304000.0,CDM,América de Cali,275000.0,195,157,46
17,54,73,312000.0,ST,SV Darmstadt 98,275000.0,233,45,53
18,54,74,350000.0,ST,Seattle Sounders FC,300000.0,240,69,42
19,54,75,360000.0,RM,Seongnam FC,350000.0,257,79,53
19,54,69,341000.0,ST,Ettifaq FC,250000.0,230,53,45
18,54,76,473000.0,CAM,Nacional Potosí,350000.0,232,138,55
18,54,71,309000.0,RB,Scunthorpe United,250000.0,173,155,47
19,54,74,0.0,CDM,Grimsby Town,300000.0,223,146,55
20,54,62,235000.0,RM,Caracas FC,240000.0,216,74,48
21,54,68,326000.0,ST,Shelbourne FC,275000.0,229,42,53
18,54,74,324000.0,GK,RB Leipzig,275000.0,63,33,267
19,54,69,333000.0,LB,Scunthorpe United,240000.0,168,162,51
18,54,65,259000.0,CAM,Universidad Católica del Ecuador,230000.0,236,140,63
19,54,66,198000.0,ST,FC Ingolstadt 04,250000.0,238,45,46
22,54,63,136000.0,GK,Inter Miami,210000.0,64,29,271
19,54,74,420000.0,LB,West Bromwich Albion,300000.0,184,165,61
18,54,73,291000.0,ST,Servette FC,275000.0,236,56,56
22,54,60,116000.0,GK,FC Vaduz,140000.0,54,44,271
19,54,66,215000.0,RB,Colchester United,240000.0,206,144,38
26,54,58,130000.0,CB,Shijiazhuang Ever Bright F.C.,130000.0,141,186,59
18,54,74,385000.0,ST,Hamilton Academical FC,300000.0,228,52,62
18,54,70,270000.0,ST,Vissel Kobe,275000.0,238,111,33
29,54,54,108000.0,GK,Deportivo Binacional,70000.0,60,33,265
19,54,67,188000.0,GK,Newcastle Jets,220000.0,56,31,270
19,54,74,343000.0,RM,FC Lausanne-Sport,300000.0,247,134,47
19,54,71,270000.0,RB,Rosenborg BK,275000.0,184,158,52
20,54,66,282000.0,CM,Estudiantes de Mérida,250000.0,198,145,51
27,54,56,156000.0,CB,Llaneros de Guanare,110000.0,163,177,40
21,54,64,193000.0,RM,Waterford FC,240000.0,240,111,44
19,54,69,281000.0,RM,IF Elfsborg,250000.0,231,77,52
20,54,67,0.0,RM,Cheltenham Town,250000.0,240,152,47
17,54,68,361000.0,CDM,Always Ready,230000.0,198,160,48
31,54,54,78000.0,LB,Chongqing Dangdai Lifan FC SWM Team,80000.0,168,170,42
19,54,69,243000.0,GK,Universidad Católica,220000.0,123,65,263
21,54,63,171000.0,ST,Deportivo Pasto,240000.0,226,41,51
23,54,59,200000.0,ST,Llaneros de Guanare,160000.0,221,79,46
24,54,62,162000.0,RWB,Beijing Sinobo Guoan FC,220000.0,201,172,50
22,54,59,200000.0,ST,Sol de América,170000.0,237,37,44
22,54,67,225000.0,CB,Pohang Steelers,250000.0,196,159,46
22,54,61,235000.0,RM,Caracas FC,220000.0,226,110,52
19,54,68,263000.0,RB,Aarhus GF,240000.0,198,154,55
19,54,64,182000.0,ST,SV Meppen,230000.0,253,64,54
22,54,65,193000.0,CB,Empoli,230000.0,170,171,57
22,54,63,220000.0,CDM,MKE Ankaragücü,230000.0,245,170,58
19,54,70,356000.0,ST,Plymouth Argyle,275000.0,230,40,61
20,54,68,289000.0,GK,1. FC Heidenheim 1846,230000.0,62,34,269
17,54,68,270000.0,CB,SV Wehen Wiesbaden,230000.0,202,169,52
21,54,63,259000.0,LW,Alianza Lima,240000.0,220,145,52
22,54,62,167000.0,CB,Abha Club,230000.0,171,160,53
18,54,71,354000.0,CB,Brighton & Hove Albion,275000.0,244,169,56
19,54,69,347000.0,CB,Barnsley,240000.0,162,165,46
16,54,76,406000.0,CB,Reading,325000.0,187,163,41
19,54,73,231000.0,GK,Rosenborg BK,250000.0,51,32,279
18,54,64,145000.0,ST,Varbergs BoIS,230000.0,225,45,51
30,54,54,93000.0,CB,Chongqing Dangdai Lifan FC SWM Team,100000.0,231,170,49
18,54,63,235000.0,ST,Caracas FC,230000.0,229,77,52
19,54,72,225000.0,GK,Odense Boldklub,250000.0,66,29,273
19,54,66,186000.0,CAM,Piast Gliwice,250000.0,231,125,49
21,54,60,175000.0,ST,Waterford FC,170000.0,231,120,55
20,54,69,326000.0,CAM,Derry City,250000.0,232,141,63
18,54,71,270000.0,CB,Viktoria Köln,250000.0,223,156,45
28,54,54,109000.0,ST,Sligo Rovers,110000.0,235,62,46
19,54,66,174000.0,RM,SønderjyskE,250000.0,241,131,56
20,54,69,326000.0,CB,Club Tijuana,250000.0,242,160,41
17,54,74,364000.0,RB,Stade Malherbe Caen,275000.0,220,159,46
22,54,63,235000.0,CB,Centro Atlético Fénix,230000.0,183,163,43
20,54,63,200000.0,CM,Stade Malherbe Caen,240000.0,233,141,50
23,54,61,135000.0,CB,Ulsan Hyundai FC,200000.0,170,162,47
21,54,63,170000.0,RB,Inter Miami,230000.0,228,146,53
18,54,66,145000.0,CDM,Falkenbergs FF,240000.0,204,155,60
19,54,69,255000.0,GK,Sporting Kansas City,220000.0,68,37,268
21,54,65,228000.0,CAM,Al Shabab,240000.0,208,78,56
18,54,70,225000.0,GK,Mjällby AIF,240000.0,66,28,275
22,54,65,193000.0,RB,Shenzhen FC,230000.0,196,147,43
21,54,68,0.0,GK,Morecambe,230000.0,60,33,275
18,54,63,131000.0,CB,Örebro SK,210000.0,190,156,47
26,54,58,110000.0,GK,Harrogate Town,120000.0,96,54,267
18,54,73,291000.0,CAM,Colorado Rapids,275000.0,219,147,50
18,54,77,0.0,CAM,FC Sion,350000.0,232,47,58
18,54,72,244000.0,CB,Aalborg BK,250000.0,192,156,62
17,54,73,289000.0,CAM,AC Monza,275000.0,209,117,50
25,54,57,146000.0,CAM,Guangzhou R&F FC,140000.0,237,149,64
19,54,74,294000.0,GK,FC Lugano,275000.0,64,30,276
22,54,63,182000.0,ST,SV Meppen,240000.0,232,87,49
20,54,62,156000.0,GK,Barrow,200000.0,66,46,268
19,54,66,234000.0,ST,Crawley Town,250000.0,231,40,47
20,54,68,349000.0,RM,Al Hilal,250000.0,219,85,44
21,54,64,215000.0,CM,Bristol Rovers,240000.0,223,149,45
20,54,66,198000.0,RB,Tigres U.A.N.L.,240000.0,209,168,57
17,54,73,276000.0,RM,Atlanta United,275000.0,219,70,49
21,54,64,195000.0,CB,Bradford City,230000.0,194,153,53
18,54,69,296000.0,CB,Club Necaxa,240000.0,223,164,52
22,54,64,153000.0,GK,Club Atlético Colón,210000.0,48,29,269
18,54,68,367000.0,CB,Club Libertad,230000.0,183,157,56
17,54,74,300000.0,LB,KV Mechelen,275000.0,185,157,49
25,54,58,130000.0,CB,Dalian YiFang FC,140000.0,193,161,50
18,54,69,244000.0,RB,Djurgårdens IF,240000.0,171,142,42
19,54,65,264000.0,CAM,Independiente del Valle,230000.0,199,138,47
20,54,64,131000.0,GK,Sandefjord Fotball,200000.0,56,29,266
18,54,74,343000.0,RM,FC Vaduz,300000.0,254,152,56
21,54,64,149000.0,GK,TSV 1860 München,210000.0,50,30,269
23,54,62,144000.0,GK,Guangzhou Evergrande Taobao FC,210000.0,91,54,264
26,54,57,155000.0,ST,Al Fateh,140000.0,248,79,50
18,54,68,367000.0,LB,Independiente del Valle,240000.0,204,151,59
21,54,67,234000.0,GK,LA Galaxy,230000.0,50,29,269
19,54,65,171000.0,CB,Independiente Medellín,220000.0,215,163,48
17,54,74,358000.0,CAM,Dundee United,300000.0,218,101,53
23,54,64,167000.0,GK,Al Fayha,210000.0,61,33,267
19,53,67,225000.0,CDM,Aalborg BK,210000.0,206,156,47
21,53,64,155000.0,ST,Deportivo Pasto,210000.0,221,67,48
21,53,65,195000.0,CB,Salford City,220000.0,157,159,47
20,53,66,187000.0,GK,FC Sion,200000.0,63,32,263
19,53,65,200000.0,CAM,Lecce,220000.0,235,90,53
